Genres,Year,Count
"[{'id': 18, 'name': 'Drama'}]",1996-09-06,1
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1996-08-23,17
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1996-08-09,381
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1995-01-01,23
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1996-08-09,97
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-08-16,152
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",1991-06-02,1
"[{'id': 18, 'name': 'Drama'}]",1958-06-01,12
"[{'id': 18, 'name': 'Drama'}]",1990-08-28,2
[],1993-01-01,1
[],1949-01-01,1
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",1972-03-14,6024
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1994-10-05,34
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1992-07-04,109
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",1996-01-22,9
"[{'id': 18, 'name': 'Drama'}]",1953-04-29,0
[],1996-04-05,10
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1996-09-13,203
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1996-08-23,17
"[{'id': 18, 'name': 'Drama'}]",1990-11-08,7
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 80, 'name': 'Crime'}]",1996-08-16,13
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1997-05-30,48
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",1996-07-12,2
"[{'id': 18, 'name': 'Drama'}]",1994-09-02,16
"[{'id': 18, 'name': 'Drama'}]",1976-01-31,2
"[{'id': 18, 'name': 'Drama'}]",1996-09-06,10
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1994-01-01,0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",1993-10-21,12
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1996-08-21,3
"[{'id': 18, 'name': 'Drama'}]",1995-08-30,3
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1997-01-10,130
"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1996-08-23,148
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1996-08-30,28
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-08-30,18
[],1995-06-08,2
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1996-09-06,46
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",1996-09-06,164
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1998-10-30,4
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",1995-03-16,86
[],1994-09-01,1
"[{'id': 53, 'name': 'Thriller'}]",1988-10-08,0
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1995-09-29,173
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996-10-31,22
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1996-11-01,13
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1933-03-10,8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2010-05-25,4
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1994-05-05,18
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1943-07-12,41
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1940-12-05,196
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1952-04-10,747
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1951-08-08,133
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1957-02-13,162
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1961-10-05,1082
"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1958-05-09,1162
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1954-08-01,1531
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1934-02-22,283
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",1944-05-04,73
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1934-10-12,17
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1959-07-07,1062
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1960-06-15,498
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1959-03-18,835
"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1963-12-05,351
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1942-11-26,1462
"[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1941-11-18,435
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1964-10-21,361
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1954-09-28,284
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1953-09-02,502
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1939-03-17,22
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1944-11-23,66
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1939-08-15,1689
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1939-12-15,995
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1982-10-01,35
"[{'id': 18, 'name': 'Drama'}]",1950-08-10,533
"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",1941-04-30,1244
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",1968-04-10,3075
"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",1947-08-27,3
"[{'id': 18, 'name': 'Drama'}]",1950-11-09,367
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1939-01-01,26
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1940-04-12,346
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",1940-08-16,86
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1946-08-15,345
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1945-12-28,166
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1957-07-11,101
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",1955-08-03,299
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",1950-06-16,43
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1953-08-07,46
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1939-10-06,77
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1957-06-30,55
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1958-04-15,68
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1958-01-01,11
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",1938-05-13,170
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",1940-11-08,39
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1944-10-11,173
"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 9648, 'name': 'Mystery'}]",1947-06-26,59
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1937-09-01,42
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1935-09-06,62
"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",1942-03-05,119
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1936-09-17,69
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1956-10-10,169
"[{'id': 18, 'name': 'Drama'}]",1955-03-09,163
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",1934-05-25,97
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1940-01-18,171
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1956-10-17,85
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1946-12-20,1103
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1939-10-19,245
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1938-02-18,201
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1941-04-24,23
"[{'id': 18, 'name': 'Drama'}]",1926-08-09,4
"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1943-06-01,7
"[{'id': 18, 'name': 'Drama'}]",1934-07-20,26
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",1946-09-20,6
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1936-03-06,13
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",1939-01-28,8
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1949-12-31,17
"[{'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",1947-02-15,27
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",1935-06-01,217
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",1945-12-25,14
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",1943-02-05,16
"[{'id': 27, 'name': 'Horror'}]",1968-10-01,591
"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",1951-12-03,232
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1953-11-24,31
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1958-02-17,168
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1954-01-01,9
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1941-03-12,52
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",1938-06-28,6
"[{'id': 35, 'name': 'Comedy'}]",1937-09-30,2
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1932-12-08,29
"[{'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}]",1936-03-27,1
"[{'id': 18, 'name': 'Drama'}]",1996-10-18,1
"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]",1985-01-01,11
"[{'id': 18, 'name': 'Drama'}]",1997-02-12,8
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1955-11-18,19
[],1995-01-26,0
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1996-07-26,2
"[{'id': 99, 'name': 'Documentary'}, {'id': 10751, 'name': 'Family'}]",1995-01-01,0
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1996-09-13,114
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1997-04-14,6
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",1996-09-13,15
"[{'id': 18, 'name': 'Drama'}]",1995-09-08,6
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",1996-09-13,104
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-10-25,98
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-09-13,11
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-10-04,0
"[{'id': 18, 'name': 'Drama'}]",1996-09-20,45
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-09-20,263
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-01-24,5
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",1996-11-06,66
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1996-09-11,73
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1996-09-06,29
"[{'id': 35, 'name': 'Comedy'}]",1979-08-22,3
[],1996-10-18,1
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-09-27,80
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-10-04,102
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1996-10-04,99
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1996-10-11,62
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1975-07-01,34
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}]",1955-05-25,14
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",1975-03-21,60
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1968-12-22,126
"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1974-02-14,77
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",1957-12-25,68
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1961-06-12,92
"[{'id': 12, 'name': 'Adventure'}]",1960-05-19,50
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1993-02-03,218
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1959-03-19,22
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",1960-12-21,88
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",1965-12-02,28
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",1954-12-23,160
"[{'id': 35, 'name': 'Comedy'}]",1993-09-30,510
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1994-07-15,124
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",1950-03-04,1760
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1968-12-20,20
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1944-07-21,108
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1963-12-25,935
"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1948-11-29,5
"[{'id': 12, 'name': 'Adventure'}]",1991-06-14,937
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1964-08-27,1217
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1941-10-22,1206
"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1977-11-03,201
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",1971-10-07,260
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1951-07-03,1557
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",1981-07-10,884
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-08-23,95
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1965-03-02,966
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1988-07-15,4005
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1992-03-05,198
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-09-04,11
"[{'id': 99, 'name': 'Documentary'}]",1995-09-13,0
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-11-08,7
"[{'id': 18, 'name': 'Drama'}]",1996-05-24,127
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1996-10-04,230
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-10-18,13
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-09-04,21
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996-05-10,2
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-06-21,76
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1996-10-11,323
"[{'id': 12, 'name': 'Adventure'}]",1996-10-11,238
"[{'id': 99, 'name': 'Documentary'}]",1996-10-11,33
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1996-10-11,51
"[{'id': 18, 'name': 'Drama'}]",1996-09-09,0
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1996-01-26,8
"[{'id': 18, 'name': 'Drama'}]",1996-10-16,11
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1997-01-31,12
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-02-06,38
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996-12-06,149
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-02-10,3
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1996-10-31,1406
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1996-10-18,255
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1996-10-18,729
"[{'id': 18, 'name': 'Drama'}]",1996-05-29,8
"[{'id': 18, 'name': 'Drama'}]",1996-12-10,6
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",1996-05-20,494
"[{'id': 9648, 'name': 'Mystery'}]",1952-02-18,3
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1937-05-07,22
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1937-11-19,4
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1947-07-22,26
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1944-12-09,48
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1952-04-30,8
"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}]",1993-10-01,3
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",1971-06-29,826
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1994-01-28,2
"[{'id': 27, 'name': 'Horror'}]",1961-12-25,126
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",1973-12-17,206
"[{'id': 35, 'name': 'Comedy'}]",1971-04-28,167
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",1988-07-15,576
"[{'id': 35, 'name': 'Comedy'}]",1979-08-17,1230
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1982-04-25,89
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1972-08-23,39
"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",1965-07-01,64
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1967-07-18,384
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",1958-10-07,25
"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1954-05-29,539
[],1995-11-22,3
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",1987-08-21,1371
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1992-09-02,3821
